entry_number,entry_date,description,reference,account_number,debit,credit,line_description
JE-0010,2025-01-31,Revenue Recognition January 2025 - Stadium District Site & Infrastructure,REV-2025-01,1010,3800000.00,,Accounts receivable billed to UM
JE-0010,2025-01-31,Revenue Recognition January 2025 - Stadium District Site & Infrastructure,REV-2025-01,4040,,3800000.00,Contract revenue - Stadium District Site & Infrastructure
JE-0011,2025-01-31,Retainage Withheld January 2025 - Stadium District Site & Infrastructure,RET-2025-01,1020,190000.00,,Retainage receivable 5%
JE-0011,2025-01-31,Retainage Withheld January 2025 - Stadium District Site & Infrastructure,RET-2025-01,1010,,190000.00,Reduce AR for retainage
JE-0012,2025-01-31,Cash Receipt January 2025 - UM Progress Payments,CASH-2025-01,1000,37509839.45,,Cash received from UM
JE-0012,2025-01-31,Cash Receipt January 2025 - UM Progress Payments,CASH-2025-01,1010,,37509839.45,Clear accounts receivable
JE-0013,2025-01-31,Construction Costs January 2025 - All Projects,COST-2025-01,5000,19829370.92,,Direct cost 5000
JE-0013,2025-01-31,Construction Costs January 2025 - All Projects,COST-2025-01,5010,2202918.53,,Direct cost 5010
JE-0013,2025-01-31,Construction Costs January 2025 - All Projects,COST-2025-01,5120,1927683.05,,Direct cost 5120
JE-0013,2025-01-31,Construction Costs January 2025 - All Projects,COST-2025-01,5130,1377212.10,,Direct cost 5130
JE-0013,2025-01-31,Construction Costs January 2025 - All Projects,COST-2025-01,5200,1101976.62,,Direct cost 5200
JE-0013,2025-01-31,Construction Costs January 2025 - All Projects,COST-2025-01,5230,384915.78,,Direct cost 5230
JE-0013,2025-01-31,Construction Costs January 2025 - All Projects,COST-2025-01,5300,551505.67,,Direct cost 5300
JE-0013,2025-01-31,Construction Costs January 2025 - All Projects,COST-2025-01,2000,,26006803.54,Accounts payable net of retainage
JE-0013,2025-01-31,Construction Costs January 2025 - All Projects,COST-2025-01,2010,,1368779.13,Retainage payable to subs
JE-0014,2025-01-31,Subcontractor & Vendor Payments January 2025,PAY-2025-01,2000,28011057.69,,Pay subcontractors and vendors
JE-0014,2025-01-31,Subcontractor & Vendor Payments January 2025,PAY-2025-01,1000,,28011057.69,Cash paid
JE-0015,2025-01-31,Overhead & Indirect Costs January 2025,OH-2025-01,5310,436333.33,,Overhead 5310
JE-0015,2025-01-31,Overhead & Indirect Costs January 2025,OH-2025-01,5320,193916.67,,Overhead 5320
JE-0015,2025-01-31,Overhead & Indirect Costs January 2025,OH-2025-01,5330,145416.67,,Overhead 5330
JE-0015,2025-01-31,Overhead & Indirect Costs January 2025,OH-2025-01,5360,266666.67,,Overhead 5360
JE-0015,2025-01-31,Overhead & Indirect Costs January 2025,OH-2025-01,5410,73000.00,,Overhead 5410
JE-0015,2025-01-31,Overhead & Indirect Costs January 2025,OH-2025-01,5420,97000.00,,Overhead 5420
JE-0015,2025-01-31,Overhead & Indirect Costs January 2025,OH-2025-01,5440,72750.00,,Overhead 5440
JE-0015,2025-01-31,Overhead & Indirect Costs January 2025,OH-2025-01,2000,,1285083.34,AP - overhead costs
JE-0016,2025-02-28,Revenue Recognition February 2025 - Hard Rock Legacy Stadium,REV-2025-02,1010,18100000.00,,Accounts receivable billed to UM
JE-0016,2025-02-28,Revenue Recognition February 2025 - Hard Rock Legacy Stadium,REV-2025-02,4000,,18100000.00,Contract revenue - Hard Rock Legacy Stadium
JE-0017,2025-02-28,Retainage Withheld February 2025 - Hard Rock Legacy Stadium,RET-2025-02,1020,905000.00,,Retainage receivable 5%
JE-0017,2025-02-28,Retainage Withheld February 2025 - Hard Rock Legacy Stadium,RET-2025-02,1010,,905000.00,Reduce AR for retainage
JE-0018,2025-02-28,Revenue Recognition February 2025 - Hurricane Football Performance Center,REV-2025-02,1010,5100000.00,,Accounts receivable billed to UM
JE-0018,2025-02-28,Revenue Recognition February 2025 - Hurricane Football Performance Center,REV-2025-02,4010,,5100000.00,Contract revenue - Hurricane Football Performance Center
JE-0019,2025-02-28,Retainage Withheld February 2025 - Hurricane Football Performance Center,RET-2025-02,1020,255000.00,,Retainage receivable 5%
JE-0019,2025-02-28,Retainage Withheld February 2025 - Hurricane Football Performance Center,RET-2025-02,1010,,255000.00,Reduce AR for retainage
JE-0020,2025-02-28,Revenue Recognition February 2025 - Coral Gables Athlete Village,REV-2025-02,1010,2100000.00,,Accounts receivable billed to UM
JE-0020,2025-02-28,Revenue Recognition February 2025 - Coral Gables Athlete Village,REV-2025-02,4020,,2100000.00,Contract revenue - Coral Gables Athlete Village
JE-0021,2025-02-28,Retainage Withheld February 2025 - Coral Gables Athlete Village,RET-2025-02,1020,105000.00,,Retainage receivable 5%
JE-0021,2025-02-28,Retainage Withheld February 2025 - Coral Gables Athlete Village,RET-2025-02,1010,,105000.00,Reduce AR for retainage
JE-0022,2025-02-28,Revenue Recognition February 2025 - Hurricane Athletic Administration Tower,REV-2025-02,1010,1050000.00,,Accounts receivable billed to UM
JE-0022,2025-02-28,Revenue Recognition February 2025 - Hurricane Athletic Administration Tower,REV-2025-02,4030,,1050000.00,Contract revenue - Hurricane Athletic Administration Tower
JE-0023,2025-02-28,Retainage Withheld February 2025 - Hurricane Athletic Administration Tower,RET-2025-02,1020,52500.00,,Retainage receivable 5%
JE-0023,2025-02-28,Retainage Withheld February 2025 - Hurricane Athletic Administration Tower,RET-2025-02,1010,,52500.00,Reduce AR for retainage
JE-0024,2025-02-28,Revenue Recognition February 2025 - Stadium District Site & Infrastructure,REV-2025-02,1010,3500000.00,,Accounts receivable billed to UM
JE-0024,2025-02-28,Revenue Recognition February 2025 - Stadium District Site & Infrastructure,REV-2025-02,4040,,3500000.00,Contract revenue - Stadium District Site & Infrastructure
JE-0025,2025-02-28,Retainage Withheld February 2025 - Stadium District Site & Infrastructure,RET-2025-02,1020,175000.00,,Retainage receivable 5%
JE-0025,2025-02-28,Retainage Withheld February 2025 - Stadium District Site & Infrastructure,RET-2025-02,1010,,175000.00,Reduce AR for retainage
JE-0026,2025-02-28,Cash Receipt February 2025 - UM Progress Payments,CASH-2025-02,1000,32508527.52,,Cash received from UM
JE-0026,2025-02-28,Cash Receipt February 2025 - UM Progress Payments,CASH-2025-02,1010,,32508527.52,Clear accounts receivable
JE-0027,2025-02-28,Construction Costs February 2025 - All Projects,COST-2025-02,5000,19664675.15,,Direct cost 5000
JE-0027,2025-02-28,Construction Costs February 2025 - All Projects,COST-2025-02,5010,2184621.86,,Direct cost 5010
JE-0027,2025-02-28,Construction Costs February 2025 - All Projects,COST-2025-02,5120,1911672.40,,Direct cost 5120
JE-0027,2025-02-28,Construction Costs February 2025 - All Projects,COST-2025-02,5130,1365773.46,,Direct cost 5130
JE-0027,2025-02-28,Construction Costs February 2025 - All Projects,COST-2025-02,5200,1092823.99,,Direct cost 5200
JE-0027,2025-02-28,Construction Costs February 2025 - All Projects,COST-2025-02,5230,381718.80,,Direct cost 5230
JE-0027,2025-02-28,Construction Costs February 2025 - All Projects,COST-2025-02,5300,546925.06,,Direct cost 5300
JE-0027,2025-02-28,Construction Costs February 2025 - All Projects,COST-2025-02,2000,,25790800.18,Accounts payable net of retainage
JE-0027,2025-02-28,Construction Costs February 2025 - All Projects,COST-2025-02,2010,,1357410.54,Retainage payable to subs
JE-0028,2025-02-28,Subcontractor & Vendor Payments February 2025,PAY-2025-02,2000,28011057.69,,Pay subcontractors and vendors
JE-0028,2025-02-28,Subcontractor & Vendor Payments February 2025,PAY-2025-02,1000,,28011057.69,Cash paid
JE-0029,2025-02-28,Overhead & Indirect Costs February 2025,OH-2025-02,5310,436333.33,,Overhead 5310
JE-0029,2025-02-28,Overhead & Indirect Costs February 2025,OH-2025-02,5320,193916.67,,Overhead 5320
JE-0029,2025-02-28,Overhead & Indirect Costs February 2025,OH-2025-02,5330,145416.67,,Overhead 5330
JE-0029,2025-02-28,Overhead & Indirect Costs February 2025,OH-2025-02,5360,266666.67,,Overhead 5360
JE-0029,2025-02-28,Overhead & Indirect Costs February 2025,OH-2025-02,5410,73000.00,,Overhead 5410
JE-0029,2025-02-28,Overhead & Indirect Costs February 2025,OH-2025-02,5420,97000.00,,Overhead 5420
JE-0029,2025-02-28,Overhead & Indirect Costs February 2025,OH-2025-02,5440,72750.00,,Overhead 5440
JE-0029,2025-02-28,Overhead & Indirect Costs February 2025,OH-2025-02,2000,,1285083.34,AP - overhead costs
JE-0030,2025-03-31,Revenue Recognition March 2025 - Hard Rock Legacy Stadium,REV-2025-03,1010,18500000.00,,Accounts receivable billed to UM
JE-0030,2025-03-31,Revenue Recognition March 2025 - Hard Rock Legacy Stadium,REV-2025-03,4000,,18500000.00,Contract revenue - Hard Rock Legacy Stadium
JE-0031,2025-03-31,Retainage Withheld March 2025 - Hard Rock Legacy Stadium,RET-2025-03,1020,925000.00,,Retainage receivable 5%
JE-0031,2025-03-31,Retainage Withheld March 2025 - Hard Rock Legacy Stadium,RET-2025-03,1010,,925000.00,Reduce AR for retainage
JE-0032,2025-03-31,Revenue Recognition March 2025 - Hurricane Football Performance Center,REV-2025-03,1010,4800000.00,,Accounts receivable billed to UM
JE-0032,2025-03-31,Revenue Recognition March 2025 - Hurricane Football Performance Center,REV-2025-03,4010,,4800000.00,Contract revenue - Hurricane Football Performance Center
JE-0033,2025-03-31,Retainage Withheld March 2025 - Hurricane Football Performance Center,RET-2025-03,1020,240000.00,,Retainage receivable 5%
JE-0033,2025-03-31,Retainage Withheld March 2025 - Hurricane Football Performance Center,RET-2025-03,1010,,240000.00,Reduce AR for retainage
JE-0034,2025-03-31,Revenue Recognition March 2025 - Coral Gables Athlete Village,REV-2025-03,1010,2000000.00,,Accounts receivable billed to UM
JE-0034,2025-03-31,Revenue Recognition March 2025 - Coral Gables Athlete Village,REV-2025-03,4020,,2000000.00,Contract revenue - Coral Gables Athlete Village
JE-0035,2025-03-31,Retainage Withheld March 2025 - Coral Gables Athlete Village,RET-2025-03,1020,100000.00,,Retainage receivable 5%
JE-0035,2025-03-31,Retainage Withheld March 2025 - Coral Gables Athlete Village,RET-2025-03,1010,,100000.00,Reduce AR for retainage
JE-0036,2025-03-31,Revenue Recognition March 2025 - Hurricane Athletic Administration Tower,REV-2025-03,1010,1000000.00,,Accounts receivable billed to UM
JE-0036,2025-03-31,Revenue Recognition March 2025 - Hurricane Athletic Administration Tower,REV-2025-03,4030,,1000000.00,Contract revenue - Hurricane Athletic Administration Tower
JE-0037,2025-03-31,Retainage Withheld March 2025 - Hurricane Athletic Administration Tower,RET-2025-03,1020,50000.00,,Retainage receivable 5%
JE-0037,2025-03-31,Retainage Withheld March 2025 - Hurricane Athletic Administration Tower,RET-2025-03,1010,,50000.00,Reduce AR for retainage
JE-0038,2025-03-31,Revenue Recognition March 2025 - Stadium District Site & Infrastructure,REV-2025-03,1010,3200000.00,,Accounts receivable billed to UM
JE-0038,2025-03-31,Revenue Recognition March 2025 - Stadium District Site & Infrastructure,REV-2025-03,4040,,3200000.00,Contract revenue - Stadium District Site & Infrastructure
JE-0039,2025-03-31,Retainage Withheld March 2025 - Stadium District Site & Infrastructure,RET-2025-03,1020,160000.00,,Retainage receivable 5%
JE-0039,2025-03-31,Retainage Withheld March 2025 - Stadium District Site & Infrastructure,RET-2025-03,1010,,160000.00,Reduce AR for retainage
JE-0040,2025-03-31,Cash Receipt March 2025 - UM Progress Payments,CASH-2025-03,1000,30007871.56,,Cash received from UM
JE-0040,2025-03-31,Cash Receipt March 2025 - UM Progress Payments,CASH-2025-03,1010,,30007871.56,Clear accounts receivable
JE-0041,2025-03-31,Construction Costs March 2025 - All Projects,COST-2025-03,5000,19434101.07,,Direct cost 5000
JE-0041,2025-03-31,Construction Costs March 2025 - All Projects,COST-2025-03,5010,2159006.53,,Direct cost 5010
JE-0041,2025-03-31,Construction Costs March 2025 - All Projects,COST-2025-03,5120,1889257.48,,Direct cost 5120
JE-0041,2025-03-31,Construction Costs March 2025 - All Projects,COST-2025-03,5130,1349759.37,,Direct cost 5130
JE-0041,2025-03-31,Construction Costs March 2025 - All Projects,COST-2025-03,5200,1080010.31,,Direct cost 5200
JE-0041,2025-03-31,Construction Costs March 2025 - All Projects,COST-2025-03,5230,377243.04,,Direct cost 5230
JE-0041,2025-03-31,Construction Costs March 2025 - All Projects,COST-2025-03,5300,540512.20,,Direct cost 5300
JE-0041,2025-03-31,Construction Costs March 2025 - All Projects,COST-2025-03,2000,,25488395.50,Accounts payable net of retainage
JE-0041,2025-03-31,Construction Costs March 2025 - All Projects,COST-2025-03,2010,,1341494.50,Retainage payable to subs
JE-0042,2025-03-31,Subcontractor & Vendor Payments March 2025,PAY-2025-03,2000,25676802.88,,Pay subcontractors and vendors
JE-0042,2025-03-31,Subcontractor & Vendor Payments March 2025,PAY-2025-03,1000,,25676802.88,Cash paid
JE-0043,2025-03-31,Overhead & Indirect Costs March 2025,OH-2025-03,5310,436333.33,,Overhead 5310
JE-0043,2025-03-31,Overhead & Indirect Costs March 2025,OH-2025-03,5320,193916.67,,Overhead 5320
JE-0043,2025-03-31,Overhead & Indirect Costs March 2025,OH-2025-03,5330,145416.67,,Overhead 5330
JE-0043,2025-03-31,Overhead & Indirect Costs March 2025,OH-2025-03,5360,266666.67,,Overhead 5360
JE-0043,2025-03-31,Overhead & Indirect Costs March 2025,OH-2025-03,5410,73000.00,,Overhead 5410
JE-0043,2025-03-31,Overhead & Indirect Costs March 2025,OH-2025-03,5420,97000.00,,Overhead 5420
JE-0043,2025-03-31,Overhead & Indirect Costs March 2025,OH-2025-03,5440,72750.00,,Overhead 5440
JE-0043,2025-03-31,Overhead & Indirect Costs March 2025,OH-2025-03,2000,,1285083.34,AP - overhead costs
JE-0044,2025-04-30,Revenue Recognition April 2025 - Hard Rock Legacy Stadium,REV-2025-04,1010,19200000.00,,Accounts receivable billed to UM
JE-0044,2025-04-30,Revenue Recognition April 2025 - Hard Rock Legacy Stadium,REV-2025-04,4000,,19200000.00,Contract revenue - Hard Rock Legacy Stadium
JE-0045,2025-04-30,Retainage Withheld April 2025 - Hard Rock Legacy Stadium,RET-2025-04,1020,960000.00,,Retainage receivable 5%
JE-0045,2025-04-30,Retainage Withheld April 2025 - Hard Rock Legacy Stadium,RET-2025-04,1010,,960000.00,Reduce AR for retainage
JE-0046,2025-04-30,Revenue Recognition April 2025 - Hurricane Football Performance Center,REV-2025-04,1010,4500000.00,,Accounts receivable billed to UM
JE-0046,2025-04-30,Revenue Recognition April 2025 - Hurricane Football Performance Center,REV-2025-04,4010,,4500000.00,Contract revenue - Hurricane Football Performance Center
JE-0047,2025-04-30,Retainage Withheld April 2025 - Hurricane Football Performance Center,RET-2025-04,1020,225000.00,,Retainage receivable 5%
JE-0047,2025-04-30,Retainage Withheld April 2025 - Hurricane Football Performance Center,RET-2025-04,1010,,225000.00,Reduce AR for retainage
JE-0048,2025-04-30,Revenue Recognition April 2025 - Coral Gables Athlete Village,REV-2025-04,1010,1900000.00,,Accounts receivable billed to UM
JE-0048,2025-04-30,Revenue Recognition April 2025 - Coral Gables Athlete Village,REV-2025-04,4020,,1900000.00,Contract revenue - Coral Gables Athlete Village
JE-0049,2025-04-30,Retainage Withheld April 2025 - Coral Gables Athlete Village,RET-2025-04,1020,95000.00,,Retainage receivable 5%
JE-0049,2025-04-30,Retainage Withheld April 2025 - Coral Gables Athlete Village,RET-2025-04,1010,,95000.00,Reduce AR for retainage
JE-0050,2025-04-30,Revenue Recognition April 2025 - Hurricane Athletic Administration Tower,REV-2025-04,1010,1000000.00,,Accounts receivable billed to UM
JE-0050,2025-04-30,Revenue Recognition April 2025 - Hurricane Athletic Administration Tower,REV-2025-04,4030,,1000000.00,Contract revenue - Hurricane Athletic Administration Tower
JE-0051,2025-04-30,Retainage Withheld April 2025 - Hurricane Athletic Administration Tower,RET-2025-04,1020,50000.00,,Retainage receivable 5%
JE-0051,2025-04-30,Retainage Withheld April 2025 - Hurricane Athletic Administration Tower,RET-2025-04,1010,,50000.00,Reduce AR for retainage
JE-0052,2025-04-30,Revenue Recognition April 2025 - Stadium District Site & Infrastructure,REV-2025-04,1010,3000000.00,,Accounts receivable billed to UM
JE-0052,2025-04-30,Revenue Recognition April 2025 - Stadium District Site & Infrastructure,REV-2025-04,4040,,3000000.00,Contract revenue - Stadium District Site & Infrastructure
JE-0053,2025-04-30,Retainage Withheld April 2025 - Stadium District Site & Infrastructure,RET-2025-04,1020,150000.00,,Retainage receivable 5%
JE-0053,2025-04-30,Retainage Withheld April 2025 - Stadium District Site & Infrastructure,RET-2025-04,1010,,150000.00,Reduce AR for retainage
JE-0054,2025-04-30,Cash Receipt April 2025 - UM Progress Payments,CASH-2025-04,1000,30007871.56,,Cash received from UM
JE-0054,2025-04-30,Cash Receipt April 2025 - UM Progress Payments,CASH-2025-04,1010,,30007871.56,Clear accounts receivable
JE-0055,2025-04-30,Construction Costs April 2025 - All Projects,COST-2025-04,5000,19499979.37,,Direct cost 5000
JE-0055,2025-04-30,Construction Costs April 2025 - All Projects,COST-2025-04,5010,2166325.20,,Direct cost 5010
JE-0055,2025-04-30,Construction Costs April 2025 - All Projects,COST-2025-04,5120,1895661.74,,Direct cost 5120
JE-0055,2025-04-30,Construction Costs April 2025 - All Projects,COST-2025-04,5130,1354334.82,,Direct cost 5130
JE-0055,2025-04-30,Construction Costs April 2025 - All Projects,COST-2025-04,5200,1083671.36,,Direct cost 5200
JE-0055,2025-04-30,Construction Costs April 2025 - All Projects,COST-2025-04,5230,378521.83,,Direct cost 5230
JE-0055,2025-04-30,Construction Costs April 2025 - All Projects,COST-2025-04,5300,542344.45,,Direct cost 5300
JE-0055,2025-04-30,Construction Costs April 2025 - All Projects,COST-2025-04,2000,,25574796.83,Accounts payable net of retainage
JE-0055,2025-04-30,Construction Costs April 2025 - All Projects,COST-2025-04,2010,,1346041.94,Retainage payable to subs
JE-0056,2025-04-30,Subcontractor & Vendor Payments April 2025,PAY-2025-04,2000,25676802.88,,Pay subcontractors and vendors
JE-0056,2025-04-30,Subcontractor & Vendor Payments April 2025,PAY-2025-04,1000,,25676802.88,Cash paid
JE-0057,2025-04-30,Overhead & Indirect Costs April 2025,OH-2025-04,5310,436333.33,,Overhead 5310
JE-0057,2025-04-30,Overhead & Indirect Costs April 2025,OH-2025-04,5320,193916.67,,Overhead 5320
JE-0057,2025-04-30,Overhead & Indirect Costs April 2025,OH-2025-04,5330,145416.67,,Overhead 5330
JE-0057,2025-04-30,Overhead & Indirect Costs April 2025,OH-2025-04,5360,266666.67,,Overhead 5360
JE-0057,2025-04-30,Overhead & Indirect Costs April 2025,OH-2025-04,5410,73000.00,,Overhead 5410
JE-0057,2025-04-30,Overhead & Indirect Costs April 2025,OH-2025-04,5420,97000.00,,Overhead 5420
JE-0057,2025-04-30,Overhead & Indirect Costs April 2025,OH-2025-04,5440,72750.00,,Overhead 5440
JE-0057,2025-04-30,Overhead & Indirect Costs April 2025,OH-2025-04,2000,,1285083.34,AP - overhead costs
JE-0058,2025-05-31,Revenue Recognition May 2025 - Hard Rock Legacy Stadium,REV-2025-05,1010,18800000.00,,Accounts receivable billed to UM
JE-0058,2025-05-31,Revenue Recognition May 2025 - Hard Rock Legacy Stadium,REV-2025-05,4000,,18800000.00,Contract revenue - Hard Rock Legacy Stadium
JE-0059,2025-05-31,Retainage Withheld May 2025 - Hard Rock Legacy Stadium,RET-2025-05,1020,940000.00,,Retainage receivable 5%
JE-0059,2025-05-31,Retainage Withheld May 2025 - Hard Rock Legacy Stadium,RET-2025-05,1010,,940000.00,Reduce AR for retainage
JE-0060,2025-05-31,Revenue Recognition May 2025 - Hurricane Football Performance Center,REV-2025-05,1010,2000000.00,,Accounts receivable billed to UM
JE-0060,2025-05-31,Revenue Recognition May 2025 - Hurricane Football Performance Center,REV-2025-05,4010,,2000000.00,Contract revenue - Hurricane Football Performance Center
JE-0061,2025-05-31,Retainage Withheld May 2025 - Hurricane Football Performance Center,RET-2025-05,1020,100000.00,,Retainage receivable 5%
JE-0061,2025-05-31,Retainage Withheld May 2025 - Hurricane Football Performance Center,RET-2025-05,1010,,100000.00,Reduce AR for retainage
JE-0062,2025-05-31,Revenue Recognition May 2025 - Coral Gables Athlete Village,REV-2025-05,1010,800000.00,,Accounts receivable billed to UM
JE-0062,2025-05-31,Revenue Recognition May 2025 - Coral Gables Athlete Village,REV-2025-05,4020,,800000.00,Contract revenue - Coral Gables Athlete Village
JE-0063,2025-05-31,Retainage Withheld May 2025 - Coral Gables Athlete Village,RET-2025-05,1020,40000.00,,Retainage receivable 5%
JE-0063,2025-05-31,Retainage Withheld May 2025 - Coral Gables Athlete Village,RET-2025-05,1010,,40000.00,Reduce AR for retainage
JE-0064,2025-05-31,Revenue Recognition May 2025 - Hurricane Athletic Administration Tower,REV-2025-05,1010,900000.00,,Accounts receivable billed to UM
JE-0064,2025-05-31,Revenue Recognition May 2025 - Hurricane Athletic Administration Tower,REV-2025-05,4030,,900000.00,Contract revenue - Hurricane Athletic Administration Tower
JE-0065,2025-05-31,Retainage Withheld May 2025 - Hurricane Athletic Administration Tower,RET-2025-05,1020,45000.00,,Retainage receivable 5%
JE-0065,2025-05-31,Retainage Withheld May 2025 - Hurricane Athletic Administration Tower,RET-2025-05,1010,,45000.00,Reduce AR for retainage
JE-0066,2025-05-31,Revenue Recognition May 2025 - Stadium District Site & Infrastructure,REV-2025-05,1010,2800000.00,,Accounts receivable billed to UM
JE-0066,2025-05-31,Revenue Recognition May 2025 - Stadium District Site & Infrastructure,REV-2025-05,4040,,2800000.00,Contract revenue - Stadium District Site & Infrastructure
JE-0067,2025-05-31,Retainage Withheld May 2025 - Stadium District Site & Infrastructure,RET-2025-05,1020,140000.00,,Retainage receivable 5%
JE-0067,2025-05-31,Retainage Withheld May 2025 - Stadium District Site & Infrastructure,RET-2025-05,1010,,140000.00,Reduce AR for retainage
JE-0068,2025-05-31,Cash Receipt May 2025 - UM Progress Payments,CASH-2025-05,1000,27507215.60,,Cash received from UM
JE-0068,2025-05-31,Cash Receipt May 2025 - UM Progress Payments,CASH-2025-05,1010,,27507215.60,Clear accounts receivable
JE-0069,2025-05-31,Construction Costs May 2025 - All Projects,COST-2025-05,5000,16667212.10,,Direct cost 5000
JE-0069,2025-05-31,Construction Costs May 2025 - All Projects,COST-2025-05,5010,1851622.55,,Direct cost 5010
JE-0069,2025-05-31,Construction Costs May 2025 - All Projects,COST-2025-05,5120,1620278.45,,Direct cost 5120
JE-0069,2025-05-31,Construction Costs May 2025 - All Projects,COST-2025-05,5130,1157590.24,,Direct cost 5130
JE-0069,2025-05-31,Construction Costs May 2025 - All Projects,COST-2025-05,5200,926246.13,,Direct cost 5200
JE-0069,2025-05-31,Construction Costs May 2025 - All Projects,COST-2025-05,5230,323533.86,,Direct cost 5230
JE-0069,2025-05-31,Construction Costs May 2025 - All Projects,COST-2025-05,5300,463557.92,,Direct cost 5300
JE-0069,2025-05-31,Construction Costs May 2025 - All Projects,COST-2025-05,2000,,21859539.19,Accounts payable net of retainage
JE-0069,2025-05-31,Construction Costs May 2025 - All Projects,COST-2025-05,2010,,1150502.06,Retainage payable to subs
JE-0070,2025-05-31,Subcontractor & Vendor Payments May 2025,PAY-2025-05,2000,23342548.08,,Pay subcontractors and vendors
JE-0070,2025-05-31,Subcontractor & Vendor Payments May 2025,PAY-2025-05,1000,,23342548.08,Cash paid
JE-0071,2025-05-31,Overhead & Indirect Costs May 2025,OH-2025-05,5310,436333.33,,Overhead 5310
JE-0071,2025-05-31,Overhead & Indirect Costs May 2025,OH-2025-05,5320,193916.67,,Overhead 5320
JE-0071,2025-05-31,Overhead & Indirect Costs May 2025,OH-2025-05,5330,145416.67,,Overhead 5330
JE-0071,2025-05-31,Overhead & Indirect Costs May 2025,OH-2025-05,5360,266666.67,,Overhead 5360
JE-0071,2025-05-31,Overhead & Indirect Costs May 2025,OH-2025-05,5410,73000.00,,Overhead 5410
JE-0071,2025-05-31,Overhead & Indirect Costs May 2025,OH-2025-05,5420,97000.00,,Overhead 5420
JE-0071,2025-05-31,Overhead & Indirect Costs May 2025,OH-2025-05,5440,72750.00,,Overhead 5440
JE-0071,2025-05-31,Overhead & Indirect Costs May 2025,OH-2025-05,2000,,1285083.34,AP - overhead costs
JE-0072,2025-06-30,Revenue Recognition June 2025 - Hard Rock Legacy Stadium,REV-2025-06,1010,17500000.00,,Accounts receivable billed to UM
JE-0072,2025-06-30,Revenue Recognition June 2025 - Hard Rock Legacy Stadium,REV-2025-06,4000,,17500000.00,Contract revenue - Hard Rock Legacy Stadium
JE-0073,2025-06-30,Retainage Withheld June 2025 - Hard Rock Legacy Stadium,RET-2025-06,1020,875000.00,,Retainage receivable 5%
JE-0073,2025-06-30,Retainage Withheld June 2025 - Hard Rock Legacy Stadium,RET-2025-06,1010,,875000.00,Reduce AR for retainage
JE-0074,2025-06-30,Revenue Recognition June 2025 - Hurricane Football Performance Center,REV-2025-06,1010,1800000.00,,Accounts receivable billed to UM
JE-0074,2025-06-30,Revenue Recognition June 2025 - Hurricane Football Performance Center,REV-2025-06,4010,,1800000.00,Contract revenue - Hurricane Football Performance Center
JE-0075,2025-06-30,Retainage Withheld June 2025 - Hurricane Football Performance Center,RET-2025-06,1020,90000.00,,Retainage receivable 5%
JE-0075,2025-06-30,Retainage Withheld June 2025 - Hurricane Football Performance Center,RET-2025-06,1010,,90000.00,Reduce AR for retainage
