entry_number,entry_date,description,reference,account_number,debit,credit,line_description
JE-038,2026-01-31,G&A payroll disbursement January,PR-GA-JAN-PMT,2030,3900000,,Clear G&A accrued payroll
JE-038,2026-01-31,G&A payroll disbursement January,PR-GA-JAN-PMT,1000,,3900000,Cash disbursed – G&A payroll
JE-039,2025-12-31,Insurance – draw on prepaid and accrue,EXP-INS-YE,6030,890000,,Insurance general liability workers comp marine umbrella
JE-039,2025-12-31,Insurance – draw on prepaid and accrue,EXP-INS-YE,1040,,820000,Draw on prepaid insurance – fully utilized
JE-039,2025-12-31,Insurance – draw on prepaid and accrue,EXP-INS-YE,2040,,70000,Accrual – remaining insurance premium due
JE-040,2025-12-31,Depreciation – heavy construction fleet,DEP-2025,6040,1240000,,Depreciation – 12 pieces of heavy equipment
JE-040,2025-12-31,Depreciation – heavy construction fleet,DEP-2025,1130,,1240000,Accumulated depreciation
JE-041,2025-12-31,Bonding and surety costs – annual,EXP-BOND-YE,6090,420000,,Bid and performance bond premiums
JE-041,2025-12-31,Bonding and surety costs – annual,EXP-BOND-YE,2040,,420000,Accrued bonding expense
JE-042,2025-12-31,Professional fees – legal and accounting,EXP-PROF-YE,6050,185000,,Legal counsel contract disputes and accounting
JE-042,2025-12-31,Professional fees – legal and accounting,EXP-PROF-YE,2040,,185000,Accrued professional fees
JE-043,2025-12-31,Office supplies and technology,EXP-IT-YE,6080,72000,,Software subscriptions project management IT
JE-043,2025-12-31,Office supplies and technology,EXP-IT-YE,2040,,72000,Accrued office expenses
JE-044,2025-12-31,Interest expense – equipment financing and LOC,EXP-INT-YE,7000,198000,,Interest on equipment loans and revolving line of credit
JE-044,2025-12-31,Interest expense – equipment financing and LOC,EXP-INT-YE,2040,,198000,Accrued interest
JE-045,2025-12-31,Warranty reserve – Everett and Ballard,EXP-WARR-YE,6100,380000,,Warranty reserve – 1% of Everett revenue plus Ballard partial
JE-045,2025-12-31,Warranty reserve – Everett and Ballard,EXP-WARR-YE,2060,,380000,Contract warranty reserve liability
JE-046,2025-12-31,Income tax expense – B&O and federal,TAX-YE-2025,8000,2850000,,Washington B&O tax and federal income tax
JE-046,2025-12-31,Income tax expense – B&O and federal,TAX-YE-2025,2050,,2850000,Income taxes payable
JE-047,2026-01-31,Retainage receivable – 10% of billings WSB SR-520 Ballard,RET-REC-01,1020,5980000,,Retainage receivable – MAC withholds 5% WSB and 5% SR-520 Ballard
JE-047,2026-01-31,Retainage receivable – 10% of billings WSB SR-520 Ballard,RET-REC-01,1010,,5980000,Reduce AR for client retainage held
JE-048,2026-01-31,Retainage payable – withheld from subcontractors,RET-PAY-01,2000,3760000,,10% retainage withheld from PSSS Reyes Diving EPS
JE-048,2026-01-31,Retainage payable – withheld from subcontractors,RET-PAY-01,2010,,3760000,Retainage payable to subcontractors
JE-049,2023-03-01,Opening cash supplement – historical project cost funding,OB-HIST-CASH,1000,54300000,,Opening cash supplemental to fund historical paid project costs
JE-049,2023-03-01,Opening cash supplement – historical project cost funding,OB-HIST-CASH,3010,,54300000,Retained earnings – historical project equity funding
